Node	 Parent	 Time	 SigClade
1654	122	5	0
1655	470	7	0
1656	67	3	0
1657	939	5	0
1658	816	6	0
1659	402	6	0
1660	343	6	0
1661	974	6	0
1662	189	6	0
1663	272	6	0
1664	456	3	0
1665	124	6	0
1666	4	3	0
1667	124	5	0
1668	446	8	0
1669	33	5	0
1670	21	4	0
1671	376	6	0
1672	21	5	0
1673	810	4	0
1674	113	4	0
1675	37	5	0
1676	96	5	0
1677	176	5	0
1678	42	7	0
1679	109	5	0
1680	262	5	0
1681	11	3	0
1682	25	6	0
1683	337	3	0
1684	178	5	0
1685	359	3	0
1686	127	3	0
1687	321	3	0
1688	889	4	0
1689	39	3	0
1690	54	5	0
1691	388	8	0
1692	402	6	0
1693	1276	6	0
1694	154	5	0
1695	691	5	0
1696	82	3	0
1697	455	5	0
1698	496	6	0
1699	431	8	0
1700	274	5	0
1701	168	7	0
1702	597	5	0
1703	97	3	0
1704	428	4	0
1705	700	7	0
1706	26	5	0
1707	355	4	0
1708	709	7	0
1709	2	3	0
1710	367	6	0
1711	274	7	0
1712	291	5	0
1713	950	5	0
1714	200	4	0
1715	481	4	0
1716	813	4	0
1717	138	7	0
1718	632	7	0
1719	978	6	0
1720	624	6	0
1721	552	6	0
1722	300	6	0
1723	81	3	0
1724	47	7	0
1725	155	5	0
1726	16	5	0
1727	565	5	0
1728	650	4	0
1729	21	5	0
1730	0	2	0
1731	699	5	0
1732	396	4	0
1733	160	5	0
1734	97	3	0
1735	198	5	0
1736	37	4	0
1737	409	7	0
1738	54	5	0
1739	270	4	0
1740	86	5	0
1741	1519	5	0
1742	307	5	0
1743	722	3	0
1744	6	3	0
1745	208	5	0
1746	346	5	0
1747	994	9	0
1748	93	3	0
1749	106	4	0
1750	624	7	0
1751	102	6	0
1752	140	5	0
1753	775	8	0
1754	109	6	0
1755	493	5	0
1756	59	7	0
1757	96	4	0
1758	85	4	0
1759	89	5	0
1760	262	5	0
1761	773	5	0
1762	140	5	0
1763	7	2	0
1764	200	4	0
1765	866	6	0
1766	509	7	0
1767	189	7	0
1768	188	7	0
1769	42	6	0
1770	2	3	0
1771	201	8	0
1772	469	4	0
1773	26	6	0
1774	39	3	0
1775	44	7	0
1776	12	4	0
1777	498	6	0
1778	59	7	0
1779	849	6	0
1780	42	7	0
1781	1103	6	0
1782	507	6	0
1783	61	4	0
1784	850	6	0
1785	25	6	0
1786	177	5	0
1787	85	4	0
1788	1256	6	0
1789	467	4	0
1790	765	5	0
1791	98	5	0
1792	321	4	0
1793	28	6	0
1794	294	6	0
1795	57	5	0
1796	63	3	0
1797	144	4	0
1798	395	7	0
1799	315	4	0
1800	1348	6	0
1801	1158	4	0
1802	80	6	0
1803	516	6	0
1804	151	7	0
1805	149	6	0
1806	509	7	0
1807	430	6	0
1808	1102	6	0
1809	35	5	0
1810	363	3	0
1811	300	7	0
1812	1089	6	0
1813	362	7	0
1814	235	4	0
1815	271	5	0
1816	76	4	0
1817	206	5	0
1818	9	3	0
1819	586	6	0
1820	168	6	0
1821	205	6	0
1822	404	7	0
1823	735	7	0
1824	257	5	0
1825	299	6	0
1826	1021	6	0
1827	111	5	0
1828	1130	7	0
1829	47	8	0
1830	464	5	0
1831	713	6	0
1832	290	5	0
1833	750	7	0
1834	9	4	0
1835	28	5	0
1836	1354	6	0
1837	79	5	0
1838	206	4	0
1839	142	7	0
1840	164	5	0
1841	1656	4	0
1842	1603	7	0
1843	168	6	0
1844	1350	7	0
1845	9	4	0
1846	366	6	0
1847	315	3	0
1848	9	5	0
1849	446	7	0
1850	1325	8	0
1851	225	6	0
1852	477	7	0
1853	1475	5	0
1854	1	2	0
1855	98	4	0
1856	946	6	0
1857	124	7	0
1858	953	7	0
1859	86	6	0
1860	758	5	0
1861	1324	5	0
1862	17	3	0
1863	207	5	0
1864	20	4	0
1865	172	5	0
1866	215	5	0
1867	136	5	0
1868	473	5	0
1869	25	5	0
1870	30	4	0
1871	296	5	0
1872	119	5	0
1873	488	5	0
1874	1003	4	0
1875	477	6	0
1876	412	7	0
1877	266	6	0
1878	1371	4	0
1879	278	6	0
1880	175	9	0
1881	31	6	0
1882	264	5	0
1883	819	6	0
1884	278	7	0
1885	398	5	0
1886	81	3	0
1887	632	7	0
1888	951	8	0
1889	201	7	0
1890	199	4	0
1891	31	6	0
1892	74	5	0
1893	722	4	0
1894	95	3	0
1895	125	3	0
1896	168	5	0
1897	314	5	0
1898	171	5	0
1899	307	5	0
1900	1656	4	0
1901	1410	6	0
1902	608	8	0
1903	204	5	0
1904	149	7	0
1905	586	6	0
1906	221	6	0
1907	918	7	0
1908	491	6	0
1909	477	5	0
1910	199	6	0
1911	493	5	0
1912	274	5	0
1913	204	5	0
1914	431	7	0
1915	370	6	0
1916	855	6	0
1917	22	3	0
1918	303	6	0
1919	1039	6	0
1920	490	7	0
1921	508	7	0
1922	1297	4	0
1923	264	6	0
1924	1062	8	0
1925	488	4	0
1926	177	6	0
1927	1101	5	0
1928	9	4	0
1929	1886	4	0
1930	260	5	0
1931	577	6	0
1932	1020	6	0
1933	671	5	0
1934	458	7	0
1935	134	7	0
1936	103	4	0
1937	247	5	0
1938	1022	5	0
1939	319	5	0
1940	56	5	0
1941	550	5	0
1942	621	6	0
1943	416	4	0
1944	662	5	0
1945	490	7	0
1946	364	3	0
1947	78	6	0
1948	591	6	0
1949	307	6	0
1950	570	8	0
1951	388	7	0
1952	303	5	0
1953	1104	7	0
1954	343	5	0
1955	496	7	0
1956	534	5	0
1957	1130	7	0
1958	1412	8	0
1959	837	6	0
1960	1674	5	0
1961	21	5	0
1962	136	5	0
1963	19	4	0
1964	0	2	0
1965	67	4	0
1966	12	5	0
1967	296	6	0
1968	152	3	0
1969	77	4	0
1970	427	3	0
1971	622	5	0
1972	49	3	0
1973	136	7	0
1974	182	4	0
1975	136	6	0
1976	1603	7	0
1977	931	4	0
1978	508	7	0
1979	168	6	0
1980	2	4	0
1981	104	5	0
1982	64	5	0
1983	119	5	0
1984	425	6	0
1985	190	3	0
1986	392	7	0
1987	1043	5	0
1988	359	4	0
1989	287	6	0
1990	1419	7	0
1991	296	5	0
1992	169	5	0
1993	731	7	0
1994	1614	5	0
1995	321	4	0
1996	1437	5	0
1997	17	4	0
1998	343	6	0
1999	555	6	0
2000	492	7	0
2001	461	5	0
2002	1372	5	0
2003	264	6	0
2004	1153	6	0
2005	481	5	0
2006	2	3	0
2007	509	8	0
2008	354	5	0
2009	26	7	0
2010	140	4	0
2011	101	6	0
2012	845	6	0
2013	65	6	0
2014	177	6	0
2015	585	6	0
2016	460	5	0
2017	305	4	0
2018	178	5	0
2019	769	7	0
2020	516	7	0
2021	53	6	0
2022	68	6	0
2023	939	5	0
2024	758	5	0
2025	1447	9	0
2026	36	3	0
2027	1643	7	0
2028	591	6	0
2029	0	2	0
2030	19	6	0
2031	28	6	0
2032	98	4	0
2033	493	5	0
2034	203	7	0
2035	1247	7	0
2036	110	5	0
2037	726	5	0
2038	923	6	0
2039	340	7	0
2040	289	7	0
2041	787	6	0
2042	376	6	0
2043	709	8	0
2044	610	6	0
2045	544	3	0
2046	59	5	0
2047	128	6	0
2048	585	6	0
2049	388	7	0
2050	402	7	0
2051	1038	3	0
2052	688	4	0
2053	404	6	0
2054	798	7	0
2055	294	6	0
2056	416	5	0
2057	68	7	0
2058	1133	6	0
2059	329	5	0
2060	535	6	0
2061	139	7	0
2062	1139	7	0
2063	9	4	0
2064	295	5	0
2065	0	2	0
2066	294	6	0
2067	1058	2	0
2068	260	5	0
2069	307	6	0
2070	230	6	0
2071	933	7	0
2072	78	5	0
2073	652	6	0
2074	377	7	0
2075	487	6	0
2076	115	6	0
2077	586	7	0
2078	923	6	0
2079	1234	7	0
2080	71	5	0
2081	498	5	0
2082	893	6	0
2083	23	4	0
2084	1205	6	0
2085	902	5	0
2086	508	7	0
2087	765	4	0
2088	938	5	0
2089	2	2	0
2090	382	5	0
2091	854	4	0
2092	722	4	0
2093	529	5	0
2094	516	6	0
2095	472	6	0
2096	349	6	0
2097	102	5	0
2098	84	6	0
2099	1129	7	0
2100	101	7	0
2101	446	7	0
2102	152	3	0
2103	999	6	0
2104	1318	4	0
2105	152	4	0
2106	1471	9	0
2107	225	5	0
2108	481	4	0
2109	474	3	0
2110	512	7	0
2111	34	6	0
2112	746	6	0
2113	654	6	0
2114	792	5	0
2115	20	5	0
2116	648	5	0
2117	859	6	0
2118	58	7	0
2119	1094	6	0
2120	212	4	0
2121	640	5	0
2122	97	3	0
2123	192	7	0
2124	48	6	0
2125	122	4	0
2126	28	4	0
2127	59	6	0
2128	179	5	0
2129	128	5	0
2130	1547	7	0
2131	40	3	0
2132	570	8	0
2133	519	4	0
2134	405	4	0
2135	391	5	0
2136	35	4	0
2137	891	2	0
2138	1348	6	0
2139	161	3	0
2140	706	7	0
2141	477	7	0
2142	136	7	0
2143	786	7	0
2144	1159	8	0
2145	1546	6	0
2146	30	5	0
2147	672	7	0
2148	349	6	0
2149	1537	6	0
2150	225	5	0
2151	810	4	0
2152	136	6	0
2153	1426	5	0
2154	15	5	0
2155	1672	6	0
2156	865	7	0
2157	30	5	0
2158	25	6	0
2159	169	7	0
2160	21	4	0
2161	543	5	0
2162	278	8	0
2163	257	6	0
2164	42	5	0
2165	431	8	0
2166	808	7	0
2167	815	5	0
2168	1516	6	0
2169	524	5	0
2170	298	3	0
2171	171	5	0
2172	1756	8	0
2173	1978	7	0
2174	203	7	0
2175	1640	5	0
2176	644	6	0
2177	190	4	0
2178	20	5	0
2179	188	7	0
2180	1372	6	0
2181	1218	6	0
2182	1354	5	0
2183	939	5	0
2184	363	4	0
2185	806	6	0
2186	651	7	0
2187	883	7	0
2188	0	2	0
2189	685	7	0
2190	300	7	0
2191	273	4	0
2192	1806	8	0
2193	239	6	0
2194	1186	7	0
2195	2055	7	0
2196	846	6	0
2197	21	6	0
2198	1196	9	0
2199	581	5	0
2200	206	5	0
2201	1283	7	0
2202	1634	6	0
2203	157	4	0
2204	1172	7	0
2205	477	5	0
2206	12	5	0
2207	1321	6	0
2208	27	4	0
2209	198	5	0
2210	141	7	0
2211	26	7	0
2212	850	5	0
2213	460	4	0
2214	10	4	0
2215	189	7	0
2216	509	7	0
2217	815	5	0
2218	763	5	0
2219	615	5	0
2220	6	4	0
2221	669	5	0
2222	577	5	0
2223	9	3	0
2224	425	8	0
2225	679	5	0
2226	48	7	0
2227	883	6	0
2228	8	3	0
2229	1516	6	0
2230	98	4	0
2231	207	5	0
2232	627	5	0
2233	1728	5	0
2234	965	5	0
2235	393	7	0
2236	1549	6	0
2237	859	7	0
2238	1744	4	0
2239	122	5	0
2240	83	5	0
2241	1491	4	0
2242	357	5	0
2243	1239	5	0
2244	212	5	0
2245	42	6	0
2246	8	4	0
2247	98	4	0
2248	44	6	0
2249	765	4	0
2250	4	2	0
2251	54	5	0
2252	63	4	0
2253	304	5	0
2254	40	2	0
2255	232	7	0
2256	48	7	0
2257	346	5	0
2258	514	6	0
2259	493	5	0
2260	527	5	0
2261	1346	7	0
2262	582	5	0
2263	286	3	0
2264	373	6	0
2265	114	5	0
2266	290	6	0
2267	32	4	0
2268	231	3	0
2269	489	8	0
2270	74	6	0
2271	100	5	0
2272	48	5	0
2273	1036	3	0
2274	1043	6	0
2275	59	6	0
2276	67	4	0
2277	815	6	0
2278	101	7	0
2279	1631	5	0
2280	111	5	0
2281	811	6	0
2282	712	5	0
2283	1205	6	0
2284	1374	7	0
2285	583	7	0
2286	490	8	0
2287	475	7	0
2288	1382	5	0
2289	1649	7	0
2290	1053	7	0
2291	290	6	0
2292	19	5	0
2293	424	5	0
2294	618	4	0
2295	475	6	0
2296	48	6	0
2297	150	4	0
2298	6	3	0
2299	8	2	0
2300	361	3	0
2301	489	7	0
2302	760	3	0
2303	779	6	0
2304	842	7	0
2305	491	5	0
2306	207	4	0
2307	408	4	0
2308	546	9	0
2309	2	3	0
2310	200	4	0
2311	244	6	0
2312	455	5	0
2313	446	7	0
2314	477	6	0
2315	1175	4	0
2316	1111	5	0
2317	485	5	0
2318	300	7	0
2319	216	4	0
2320	372	7	0
2321	1119	3	0
2322	312	6	0
2323	565	5	0
2324	823	7	0
2325	588	6	0
2326	340	6	0
2327	446	7	0
2328	88	5	0
2329	1025	7	0
2330	0	1	0
2331	1187	8	0
2332	644	6	0
2333	1154	6	0
2334	851	6	0
2335	171	5	0
2336	1840	5	0
2337	711	9	0
2338	78	6	0
2339	21	4	0
2340	395	7	0
2341	1077	5	0
2342	619	5	0
2343	507	7	0
2344	8	4	0
2345	577	6	0
2346	365	4	0
2347	84	5	0
2348	298	2	0
2349	306	6	0
2350	610	5	0
2351	544	5	0
2352	1909	6	0
2353	291	6	0
2354	775	8	0
2355	16	6	0
2356	1581	6	0
2357	200	5	0
2358	766	7	0
2359	340	8	0
2360	247	6	0
2361	1196	8	0
2362	630	8	0
2363	570	8	0
2364	550	6	0
2365	78	5	0
2366	287	6	0
2367	332	4	0
2368	20	5	0
2369	83	4	0
2370	621	6	0
2371	775	8	0
2372	416	4	0
2373	45	6	0
2374	1129	7	0
2375	1725	5	0
2376	1000	8	0
2377	570	8	0
2378	1449	7	0
2379	752	5	0
2380	539	7	0
2381	700	6	0
2382	987	7	0
2383	523	7	0
2384	203	6	0
2385	487	6	0
2386	1638	8	0
2387	45	6	0
2388	334	7	0
2389	773	5	0
2390	395	8	0
2391	722	4	0
2392	271	6	0
2393	156	5	0
2394	2042	7	0
2395	1502	9	0
2396	297	6	0
2397	205	6	0
2398	1385	7	0
2399	294	7	0
2400	201	8	0
2401	102	7	0
2402	207	4	0
2403	1727	7	0
2404	204	5	0
2405	208	5	0
2406	799	5	0
2407	1010	6	0
2408	290	7	0
2409	1033	5	0
2410	1535	6	0
2411	1308	6	0
2412	861	6	0
2413	138	6	0
2414	243	4	0
2415	246	6	0
2416	346	5	0
2417	247	5	0
2418	1410	7	0
2419	122	5	0
2420	1131	5	0
2421	991	7	0
2422	88	5	0
2423	627	4	0
2424	679	5	0
2425	1028	8	0
2426	1067	6	0
2427	823	6	0
2428	537	4	0
2429	719	5	0
2430	1386	5	0
2431	826	8	0
2432	307	5	0
2433	471	8	0
2434	1189	6	0
2435	323	5	0
2436	644	5	0
2437	1872	5	0
2438	810	5	0
2439	22	4	0
2440	608	7	0
2441	2080	6	0
2442	1354	5	0
2443	257	6	0
2444	337	3	0
2445	72	6	0
2446	86	6	0
2447	171	5	0
2448	204	4	0
2449	134	7	0
2450	805	6	0
2451	192	7	0
2452	1276	6	0
2453	2230	6	0
2454	1033	5	0
2455	1807	7	0
2456	9	4	0
2457	1535	6	0
2458	125	3	0
2459	1166	6	0
2460	26	6	0
2461	152	4	0
2462	544	4	0
2463	581	3	0
2464	26	6	0
2465	1153	5	0
2466	940	5	0
2467	359	4	0
2468	23	5	0
2469	1131	4	0
2470	174	3	0
2471	73	6	0
2472	95	1	0
2473	496	7	0
2474	316	6	0
2475	155	4	0
2476	846	6	0
2477	201	7	0
2478	846	6	0
2479	379	6	0
2480	410	6	0
2481	821	7	0
2482	899	8	0
2483	156	4	0
2484	176	5	0
2485	373	5	0
2486	734	6	0
2487	73	5	0
2488	422	3	0
2489	622	4	0
2490	1550	6	0
2491	3	3	0
2492	2086	7	0
2493	750	7	0
2494	154	4	0
2495	1877	6	0
2496	1258	6	0
2497	718	7	0
2498	776	6	0
2499	311	7	0
2500	1034	5	0
2501	79	4	0
2502	1988	6	0
2503	102	7	0
2504	1634	6	0
2505	1082	4	0
2506	196	5	0
2507	1344	7	0
2508	1149	5	0
2509	1638	7	0
2510	1604	6	0
2511	800	7	0
2512	68	7	0
2513	83	6	0
2514	245	5	0
2515	243	5	0
2516	379	7	0
2517	850	5	0
2518	357	4	0
2519	568	8	0
2520	1062	7	0
2521	787	5	0
2522	444	7	0
2523	63	2	0
2524	600	7	0
2525	524	6	0
2526	558	8	0
2527	97	4	0
2528	455	6	0
2529	370	7	0
2530	176	5	0
2531	201	6	0
2532	396	5	0
2533	180	5	0
2534	72	7	0
2535	89	5	0
2536	819	6	0
2537	84	6	0
2538	79	4	0
2539	794	4	0
2540	1377	5	0
2541	141	5	0
2542	158	7	0
2543	343	6	0
2544	496	7	0
2545	294	6	0
2546	85	3	0
2547	669	5	0
2548	27	3	0
2549	1807	6	0
2550	0	2	0
2551	570	7	0
2552	2039	8	0
2553	205	6	0
2554	1543	5	0
2555	1052	5	0
2556	156	4	0
2557	1243	6	0
2558	855	5	0
2559	620	7	0
2560	2293	6	0
2561	1346	7	0
2562	176	5	0
2563	1187	8	0
2564	260	4	0
2565	747	4	0
2566	80	6	0
2567	743	7	0
2568	20	5	0
2569	21	6	0
2570	384	6	0
2571	1543	4	0
2572	111	5	0
2573	1478	8	0
2574	239	6	0
2575	201	7	0
2576	508	6	0
2577	367	6	0
2578	431	8	0
2579	1924	9	0
2580	830	5	0
2581	2340	8	0
2582	1547	7	0
2583	1256	6	0
2584	1304	6	0
2585	150	4	0
2586	201	7	0
2587	394	6	0
2588	600	7	0
2589	139	6	0
2590	468	6	0
2591	200	4	0
2592	645	8	0
2593	25	6	0
2594	30	6	0
2595	105	7	0
2596	321	3	0
2597	68	5	0
2598	1229	6	0
2599	1003	4	0
2600	1020	7	0
2601	456	3	0
2602	696	3	0
2603	773	4	0
2604	208	6	0
2605	486	6	0
2606	180	6	0
2607	1933	6	0
2608	300	6	0
2609	583	8	0
2610	488	4	0
2611	1729	5	0
2612	184	3	0
2613	2047	7	0
2614	728	4	0
2615	1084	5	0
2616	195	5	0
2617	97	4	0
2618	811	5	0
2619	1072	6	0
2620	773	5	0
2621	891	3	0
2622	349	6	0
2623	815	5	0
2624	59	6	0
2625	210	5	0
2626	190	4	0
2627	1247	7	0
2628	498	3	0
2629	993	5	0
2630	2	3	0
2631	244	7	0
2632	315	4	0
2633	525	4	0
2634	59	7	0
2635	1886	4	0
2636	651	6	0
2637	402	6	0
2638	565	5	0
2639	1347	5	0
2640	321	3	0
2641	1642	7	0
2642	323	5	0
2643	66	5	0
2644	1965	5	0
2645	624	7	0
2646	1947	7	0
2647	63	4	0
2648	226	4	0
2649	98	5	0
2650	519	4	0
2651	83	4	0
2652	75	7	0
2653	9	4	0
2654	262	6	0
2655	739	6	0
2656	262	5	0
2657	259	7	0
2658	1450	7	0
2659	367	7	0
2660	79	5	0
2661	1742	5	0
2662	1649	8	0
2663	93	4	0
2664	133	4	0
2665	2035	7	0
2666	1428	4	0
2667	850	5	0
2668	404	6	0
2669	190	5	0
2670	1175	4	0
2671	115	5	0
2672	0	2	0
2673	22	3	0
2674	110	5	0
2675	1278	5	0
2676	5	4	0
2677	810	5	0
2678	4	3	0
2679	608	7	0
2680	241	6	0
2681	1039	7	0
2682	606	7	0
2683	2074	8	0
2684	1636	8	0
2685	599	4	0
2686	431	8	0
2687	610	5	0
2688	1163	5	0
2689	472	5	0
2690	86	5	0
2691	773	6	0
2692	410	5	0
2693	355	4	0
2694	1763	4	0
2695	1143	6	0
2696	994	9	0
2697	1924	9	0
2698	669	4	0
2699	188	7	0
2700	1152	8	0
2701	2285	7	0
2702	261	4	0
2703	26	7	0
2704	388	7	0
2705	1674	5	0
2706	70	5	0
2707	419	5	0
2708	1381	7	0
2709	10	4	0
2710	550	5	0
2711	436	6	0
2712	35	4	0
2713	536	5	0
2714	565	6	0
2715	1175	4	0
2716	154	3	0
2717	49	3	0
2718	519	3	0
2719	864	6	0
2720	830	5	0
2721	965	5	0
2722	203	6	0
2723	361	4	0
2724	597	5	0
2725	26	6	0
2726	508	7	0
2727	379	5	0
2728	41	4	0
2729	1704	5	0
2730	1546	5	0
2731	26	6	0
2732	1464	7	0
2733	372	7	0
2734	821	6	0
2735	496	6	0
2736	815	6	0
2737	610	7	0
2738	12	5	0
2739	68	6	0
2740	1977	5	0
2741	45	5	0
2742	21	5	0
2743	228	7	0
2744	188	7	0
2745	40	3	0
2746	1218	8	0
2747	45	6	0
2748	1651	9	0
2749	141	6	0
2750	152	3	0
2751	518	6	0
2752	1689	5	0
2753	22	4	0
2754	370	6	0
2755	45	6	0
2756	93	3	0
2757	2145	7	0
2758	586	6	0
2759	746	5	0
2760	1381	7	0
2761	20	3	0
2762	29	6	0
2763	243	4	0
2764	1586	5	0
2765	5	2	0
2766	2299	4	0
2767	518	6	0
2768	320	5	0
2769	719	5	0
2770	827	5	0
2771	1043	5	0
2772	461	4	0
2773	270	4	0
2774	1631	6	0
2775	842	7	0
2776	100	5	0
2777	269	3	0
2778	6	3	0
2779	1524	3	0
2780	1687	4	0
2781	1025	6	0
2782	146	8	0
2783	154	5	0
2784	59	5	0
2785	2292	5	0
2786	992	7	0
2787	1338	7	0
2788	405	5	0
2789	119	5	0
2790	754	7	0
2791	0	2	0
2792	3	3	0
2793	1077	7	0
2794	2068	6	0
2795	618	4	0
2796	59	6	0
2797	2340	9	0
2798	898	5	0
2799	171	4	0
2800	1027	7	0
2801	18	5	0
2802	416	5	0
2803	762	5	0
2804	623	6	0
2805	1332	5	0
2806	188	6	0
2807	1532	7	0
2808	45	6	0
2809	102	6	0
2810	792	5	0
2811	1978	7	0
2812	658	3	0
2813	367	6	0
2814	97	4	0
2815	409	6	0
2816	307	5	0
2817	1426	5	0
2818	854	5	0
2819	1172	7	0
2820	743	7	0
2821	1014	5	0
2822	305	6	0
2823	1040	8	0
2824	1180	6	0
2825	2067	4	0
2826	97	3	0
2827	45	6	0
2828	267	6	0
2829	1133	7	0
2830	5	3	0
2831	95	4	0
2832	1039	6	0
2833	2514	6	0
2834	28	5	0
2835	283	8	0
2836	163	7	0
2837	849	6	0
2838	396	4	0
2839	1631	6	0
2840	993	5	0
2841	73	5	0
2842	1550	7	0
2843	861	6	0
2844	388	7	0
2845	207	5	0
2846	470	6	0
2847	930	6	0
2848	107	4	0
2849	51	3	0
2850	333	6	0
2851	101	7	0
2852	349	5	0
2853	332	3	0
2854	497	7	0
2855	4	3	0
2856	989	4	0
2857	1102	5	0
2858	232	7	0
2859	22	3	0
2860	202	5	0
2861	152	4	0
2862	275	7	0
2863	1631	5	0
2864	1025	7	0
2865	902	6	0
2866	108	6	0
2867	259	7	0
2868	257	6	0
2869	79	5	0
2870	8	3	0
2871	1707	4	0
2872	889	5	0
2873	307	5	0
2874	1762	5	0
2875	1115	6	0
2876	232	7	0
2877	162	4	0
2878	1245	7	0
2879	59	6	0
2880	34	6	0
2881	434	8	0
2882	380	6	0
2883	1064	6	0
2884	1756	7	0
2885	1645	6	0
2886	26	6	0
2887	334	7	0
2888	83	5	0
2889	2436	6	0
2890	2254	4	0
2891	15	4	0
2892	59	7	0
2893	316	4	0
2894	104	5	0
2895	1738	5	0
2896	1972	5	0
2897	978	5	0
2898	287	5	0
2899	348	6	0
2900	1245	7	0
2901	1313	7	0
2902	1428	5	0
2903	1052	6	0
2904	2264	8	0
2905	283	7	0
2906	26	7	0
2907	20	4	0
2908	1872	5	0
2909	1744	4	0
2910	28	6	0
2911	2086	6	0
2912	111	6	0
2913	208	5	0
2914	1806	7	0
2915	118	6	0
2916	626	3	0
2917	645	7	0
2918	75	7	0
2919	176	5	0
2920	352	5	0
2921	251	5	0
2922	406	7	0
2923	930	6	0
2924	1006	7	0
2925	1033	5	0
2926	5	4	0
2927	1175	4	0
2928	520	6	0
2929	59	6	0
2930	239	5	0
2931	1000	8	0
2932	876	6	0
2933	490	7	0
2934	205	6	0
2935	333	6	0
2936	1038	4	0
2937	51	4	0
2938	105	7	0
2939	328	4	0
2940	283	7	0
2941	69	3	0
2942	4	3	0
2943	431	8	0
2944	635	5	0
2945	845	6	0
2946	621	5	0
2947	274	5	0
2948	122	5	0
2949	269	4	0
2950	107	3	0
2951	743	6	0
2952	870	8	0
2953	169	6	0
2954	1145	7	0
2955	786	6	0
2956	71	5	0
2957	1360	6	0
2958	1894	5	0
2959	2242	5	0
2960	1395	5	0
2961	1821	7	0
2962	481	5	0
2963	11	3	0
2964	17	3	0
2965	72	6	0
2966	2055	6	0
2967	381	4	0
2968	408	5	0
2969	624	7	0
2970	480	7	0
2971	1942	6	0
2972	1424	8	0
2973	230	6	0
2974	328	5	0
2975	307	6	0
2976	460	6	0
2977	834	4	0
2978	1046	6	0
2979	999	7	0
2980	1738	5	0
2981	1159	9	0
2982	1058	2	0
2983	1727	7	0
2984	704	6	0
2985	508	7	0
2986	194	7	0
2987	191	6	0
2988	1657	6	0
2989	1117	6	0
2990	1152	7	0
2991	296	5	0
2992	758	6	0
2993	191	5	0
2994	367	6	0
2995	586	6	0
2996	665	5	0
2997	1971	6	0
2998	792	5	0
2999	20	4	0
3000	720	8	0
3001	171	4	0
3002	266	6	0
3003	992	7	0
3004	7	4	0
3005	71	4	0
3006	1478	8	0
3007	761	7	0
3008	42	6	0
3009	1262	7	0
3010	1651	9	0
3011	637	6	0
3012	574	7	0
3013	94	6	0
3014	8	3	0
3015	1259	7	0
3016	305	5	0
3017	1689	5	0
3018	372	7	0
3019	742	5	0
3020	200	5	0
3021	9	5	0
3022	11	3	0
3023	307	6	0
3024	1039	6	0
3025	19	5	0
3026	186	5	0
3027	116	6	0
3028	1545	6	0
3029	800	7	0
3030	491	6	0
3031	933	7	0
3032	2170	3	0
3033	47	7	0
3034	325	5	0
3035	180	6	0
3036	11	3	0
3037	490	7	0
3038	110	5	0
3039	964	6	0
3040	114	5	0
3041	389	7	0
3042	155	5	0
3043	1420	6	0
3044	1430	6	0
3045	2115	7	0
3046	711	8	0
3047	2460	6	0
3048	446	6	0
3049	1610	6	0
3050	529	5	0
3051	557	5	0
3052	738	5	0
3053	381	5	0
3054	853	4	0
3055	687	7	0
3056	307	5	0
3057	291	6	0
3058	297	7	0
3059	800	5	0
3060	1792	5	0
3061	876	7	0
3062	546	9	0
3063	614	6	0
3064	1902	8	0
3065	846	6	0
3066	425	7	0
3067	262	4	0
3068	0	2	0
3069	1854	3	0
3070	1706	6	0
3071	520	6	0
3072	819	7	0
3073	408	5	0
3074	574	7	0
3075	154	4	0
3076	744	8	0
3077	353	6	0
3078	1170	6	0
3079	588	7	0
3080	1152	6	0
3081	822	5	0
3082	1058	3	0
3083	3	3	0
3084	672	7	0
3085	370	5	0
3086	965	5	0
3087	2007	9	0
3088	1163	6	0
3089	607	5	0
3090	2075	7	0
3091	2297	4	0
3092	2658	8	0
3093	87	5	0
3094	481	4	0
3095	163	7	0
3096	916	4	0
3097	251	6	0
3098	106	5	0
3099	1023	5	0
3100	1950	8	0
3101	865	6	0
3102	9	5	0
3103	17	3	0
3104	1394	5	0
3105	0	2	0
3106	82	2	0
3107	67	4	0
3108	1019	5	0
3109	1471	7	0
3110	1872	5	0
3111	850	5	0
3112	1401	7	0
3113	504	5	0
3114	2130	7	0
3115	531	9	0
3116	9	4	0
3117	1266	8	0
3118	16	4	0
3119	1150	5	0
3120	297	6	0
3121	760	4	0
3122	861	6	0
3123	42	6	0
3124	120	6	0
3125	220	8	0
3126	709	8	0
3127	1631	5	0
3128	734	7	0
3129	786	6	0
3130	201	7	0
3131	1346	8	0
3132	81	3	0
3133	134	8	0
3134	8	3	0
3135	2298	3	0
3136	277	5	0
3137	182	4	0
3138	428	3	0
3139	1026	5	0
3140	1007	8	0
3141	321	3	0
3142	480	6	0
3143	1406	5	0
3144	846	6	0
3145	94	5	0
3146	1957	7	0
3147	736	5	0
3148	529	5	0
3149	1092	6	0
3150	1421	6	0
3151	25	6	0
3152	2520	8	0
3153	289	7	0
3154	864	6	0
3155	176	6	0
3156	822	5	0
3157	262	5	0
3158	22	3	0
3159	686	7	0
3160	408	4	0
3161	231	2	0
3162	70	5	0
3163	535	5	0
3164	1362	5	0
3165	2800	7	0
3166	2293	6	0
3167	530	4	0
3168	314	5	0
3169	1550	6	0
3170	10	4	0
